"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-01","12.30",," 1305","0.00",,,,,"51","31","  120","  130","19.9","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-02","13.20",," 1027","0.09",,,,,"62","43","  170","  180","23.9","33.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-03","11.18",," 2250","0.01",,,,,"43","40","  190","  190","21.9","25.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-04","17.00",," 0917","0.00",,,,,"44","35","  280","  270","25.1","33.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-05","13.87",," 1250","0.00",,,,,"36","32","  320","  310","21.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-06","11.63",," 0528","0.00",,,,,"32","29","  220","  360","17.0","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-07","11.63",," 1007","0.00",,,,,"45","29","  240","  230","21.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-08","14.32",," 1346","0.00",,,,,"57","30","  200","  200","28.0","32.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-09","9.40",," 0456","0.00",,,,,"39","34","  310","  300","17.0","21.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-10","10.07",," 1539","0.07",,,,,"45","32","   90","   80","18.1","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-11","17.22",," 0740","0.05",,,,,"46","33","  220","  230","23.0","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-12","17.67",," 1435","0.00",,,,,"56","35","  170","  160","29.1","32.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-13","20.36",," 2212","0.19",,,,,"54","30","  320","  310","30.0","38.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-14","11.18",," 0211","0.00",,,,,"35","25","  310","  320","25.9","32.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-15","12.53",," 1458","0.00",,,,,"41","24","  140","  140","28.0","33.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-16","10.07",," 2314","0.09",,,,,"55","31","  280","  270","21.0","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-17","17.00",," 2340","0.24",,,,,"39","26","  270","  270","25.9","35.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-18","17.00",," 0721","0.00",,,,,"37","24","  270","  270","29.1","33.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-19","18.12",," 1139","0.00",,,,,"58","34","  200","  200","31.1","36.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-20","10.96",," 2234","0.44",,,,,"55","35","  340","  350","30.0","35.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-21","8.28",," 0331","0.02",,,,,"39","24","  330","  330","25.1","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-22","7.83",," 2211","0.00",,,,,"39","25","   70","   10","12.1","14.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-23","9.84",," 2346","0.00",,,,,"31","25","  220","  220","18.1","21.9","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-24","23.71",," 1222","0.00",,,,,"46","28","  290","  290","40.9","53.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-25","12.08",," 0249","0.00",,,,,"37","21","  290","  290","23.9","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-26","6.71",," 2332","0.00",,,,,"45","19","  160","  160","14.1","16.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-27","14.09",," 1138","0.00",,,,,"51","32","  180","  180","23.0","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-28","12.53",," 2224","0.45",,,,,"53","36","  150","  150","25.1","32.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-29","16.55",," 1227","0.20",,,,,"51","33","  250","  260","28.0","33.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-30","11.86",," 1431","0.01",,,,,"38","33","  280","  270","19.9","23.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-01-31","9.62",," 1533","0.00",,,,,"40","27","  310","  210","17.0","35.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-01","13.20",," 1054","0.00",,,,,"53","28","  240","  210","23.9","29.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-02","6.93",," 1114","0.00",,,,,"44","26","  110","  110","18.1","21.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-03","10.51",," 1529","0.04",,,,,"52","31","  300","  270","21.9","28.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-04","18.12",," 1642","0.00",,,,,"31","23","  290","  290","25.1","32.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-05","14.32",," 1146","0.00",,,,,"33","18","  290","  270","23.0","25.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-06","10.74",," 1452","0.00",,,,,"39","14","  300","  310","21.9","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-07","7.83",," 1350","0.00",,,,,"38","16","  270","  290","15.0","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-08","6.93",," 1201","0.00",,,,,"37","18","  360","  340","19.9","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-09","8.95",," 2208","0.00",,,,,"34","11","  190","  180","17.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-10","7.38",," 1449","0.01",,,,,"43","19","  290","  290","18.1","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-11","8.28",," 1423","0.04",,,,,"41","22","   10","   10","23.0","25.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-12","11.63",," 1429","0.00",,,,,"28","21","  290","  280","18.1","23.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-13","15.43",," 1400","0.00",,,,,"35","13","  200","  210","32.0","38.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-14","15.88",," 2125","0.00",,,,,"55","25","  190","  200","28.0","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-15",,," 2116","0.10",,,,,"53","46","  290","  300","16.1","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-16","21.03",," 1640","0.40",,,,,"60","26","  290","  250","35.1","40.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-17","16.11",," 0113","0.00",,,,,"28","9","  310","  310","33.1","42.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-18","13.87",," 0119","0.00",,,,,"12","0","  330","  320","25.1","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-19","6.49",," 1815","0.00",,,,,"19","1","  230","  240","14.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-20","11.18",," 1213","0.00",,,,,"30","8","  210","  210","18.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-21","9.62",," 1303","0.00",,,,,"45","17","  230","  240","17.0","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-22","8.72",," 1436","0.00",,,,,"49","22","  260","  260","17.0","18.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-23","12.75",," 1451","0.00",,,,,"54","21","  290","  290","31.1","36.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-24","14.54",," 1309","0.00",,,,,"50","20","  170","  150","25.1","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-25","17.45",," 0819","0.00",,,,,"46","23","  360","  360","32.0","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-26","7.61",," 1501","0.00",,,,,"38","10","  260","  270","15.0","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-27","11.18",," 2312","0.00",,,,,"55","25","   40","   50","19.9","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-02-28","12.53",," 0151","0.00",,,,,"53","26","   70","   60","21.9","25.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-01","12.53",," 0813","0.00",,,,,"61","34","   90","   80","19.9","23.0",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-02","16.11",," 0908","0.00",,,,,"46","32","  290","  280","30.0","36.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-03","10.51",," 1953","0.00",,,,,"47","20","   20","   10","18.1","23.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-04","6.26",," 1042","0.00",,,,,"44","16","   10","   50","13.0","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-05","8.05",," 1306","0.08",,,,,"39","23","  130","  130","18.1","21.0","    1",,,,"    1",,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-06","12.30",," 1528","0.01",,,,,"39","33","  330","  330","21.9","25.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-07","10.51",," 1518","0.01",,,,,"49","24","  150","  140","21.9","25.9","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-08","15.21",," 2248","0.63",,,,,"58","39","  180","  190","23.9","29.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-09","15.43",," 2138","1.27",,,,,"58","44","  200","  190","31.1","36.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-10","10.96",," 0032","0.06",,,,,"54","41","  280","  260","28.0","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-11","16.78",," 0632","1.23",,,,,"63","44","  150","  150","31.1","36.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-12","12.30",," 2245","0.03",,,,,"67","55","  160","  150","30.0","36.9","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-13","22.82",," 1403","0.19",,,,,"67","32","  260","  260","38.9","45.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-14","19.01",," 0235","0.00",,,,,"44","27","  280","  290","35.1","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-15","6.93",," 0419","0.00",,,,,"47","26","  340","  340","14.1","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-16","15.66",," 1549","0.01",,,,,"65","35","   20","  270","25.9","32.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-17","13.42",," 0005","0.00",,,,,"46","27","   10","   10","23.0","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-18","8.05",," 1538","0.00",,,,,"45","22","   10","   10","15.0","19.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-19","7.38",," 2318","0.00",,,,,"48","22","   50","   50","17.0","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-20","18.34",," 2251","0.00",,,,,"39","32","   70","   70","28.0","35.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-21","19.24",," 0449","0.06",,,,,"34","19","   60","   70","35.1","42.9","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-22","9.40",," 1607","0.00",,,,,"43","13","  290","  280","16.1","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-23","6.93",," 1518","0.00",,,,,"47","23","  320","  320","17.0","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-24","8.95",," 1604","0.02",,,,,"39","28","  310","  340","18.1","23.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-25","9.84",," 1430","0.00",,,,,"46","26","  320","  290","18.1","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-26","3.80",," 1347","0.00",,,,,"48","25","  230","  230","8.9","12.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-27","13.20",," 1328","0.21",,,,,"47","26","  160","  170","25.1","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-28","7.61",," 0900","0.02",,,,,"48","41","  280","  290","15.0","17.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-29","4.70",," 1458","0.00",,,,,"53","35","  150","  140","12.1","14.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-30","15.21",," 2354","0.00",,,,,"72","34","  170","  160","25.1","31.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-03-31","23.94",," 1354","0.09",,,,,"76","50","  230","  220","44.1","55.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-01","8.95",," 0144","0.00",,,,,"50","43","  290","  280","25.1","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-02","16.11",," 1814","0.41",,,,,"67","39","  240","  240","59.9","74.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-03","19.01",," 0339","0.11",,,,,"53","35","  270","  270","38.0","46.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-04","12.53",," 1503","0.00",,,,,"58","30","  280","  290","25.9","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-05","6.26",," 1451","0.00",,,,,"64","30","  130","  180","12.1","14.1",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-06","12.53",," 1129","1.28",,,,,"59","48","  160","  140","25.9","35.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-07","18.57",," 1901","0.01",,,,,"75","38","   10","   30","33.1","40.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-08","15.88",," 0109","0.00",,,,,"50","31","   20","   10","30.0","36.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-09","4.92",," 1654","0.00",,,,,"57","27","  160","  210","8.9","12.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-10","11.41",," 1523","0.00",,,,,"68","34","  180","  190","21.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-11","16.78",," 1340","0.00",,,,,"75","43","  170","  170","33.1","36.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-12","17.22",," 1017","0.00",,,,,"79","51","  260","  250","30.0","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-13","12.97",,,"0.06",,,,,"85","46","  190",,"23.9","221.0",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-14","12.75",," 1348","0.07",,,,,"83","62","  200","  200","25.1","30.0",,,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-15","9.40",," 2018","0.00",,,,,"81","52","   90","   90","18.1","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-16","11.63",," 1514","1.33",,,,,"81","60","  240","  240","40.0","47.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-17","14.76",," 1413","0.00",,,,,"65","48","   70","   30","21.9","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-18","14.54",," 1644","0.00",,,,,"73","43","   90","   90","21.9","25.9",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-19","6.71",," 0031","0.32",,,,,"74","50","   80","  270","32.0","38.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-20","5.82",," 2355","0.00",,,,,"75","53","  290","  290","14.1","21.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-21","6.04",," 2355","0.00",,,,,"70","48","  290","  290","14.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-22","12.30",," 1548","0.00",,,,,"76","45","  280","  280","25.9","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-23","9.62",," 1351","0.00",,,,,"73","41","   50","  270","21.0","25.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-24","5.82",," 0950","0.00",,,,,"72","44","   70","   30","12.1","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-25","16.11",," 0941","0.13",,,,,"56","39","   10","   20","31.1","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-26","7.83",," 1239","0.00",,,,,"61","36","  360","   20","15.0","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-27","8.28",," 1011","0.00",,,,,"72","37","  270","  280","17.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-28","9.17",," 1323","0.00",,,,,"75","41","  100","  120","21.9","30.0",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-29","17.67",," 1342","0.09",,,,,"63","53","  120","  120","25.1","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-04-30","23.71",," 1504","0.45",,,,,"60","53","  130","  160","33.1","40.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-01","13.87",," 0033","0.28",,,,,"64","52","  150","  150","21.0","25.9","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-02","9.17",," 1338","0.01",,,,,"71","53","  290","  300","18.1","21.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-03","8.28",," 1313","0.04",,,,,"73","51","  240","  240","23.0","25.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-04","10.07",," 0807","0.00",,,,,"69","50","  360","   10","18.1","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-05","10.96",," 1419","0.00",,,,,"64","43","  290","  300","21.0","25.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-06","8.05",," 1314","0.00",,,,,"64","38","   50","   60","16.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-07","7.38",," 1329","0.00",,,,,"72","43","   90","  100","14.1","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-08","8.95",," 1224","0.00",,,,,"76","45","  160","  190","16.1","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-09","12.08",," 1054","0.00",,,,,"74","51","  180","  190","23.9","29.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-10","6.71",," 1539","0.62",,,,,"71","54","   60","   90","23.9","38.0","    1","    1","    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-11","20.36",," 1147","0.07",,,,,"62","47","  280","  270","32.0","38.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-12","17.00",," 2357","0.13",,,,,"49","42","  270","  290","28.0","36.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-13","10.51",," 0410","0.07",,,,,"50","42","  260","  260","21.9","29.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-14","7.16",," 0837","0.14",,,,,"55","43","  320","  320","16.1","18.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-15","10.74",," 1112","0.64",,,,,"63","44","   10","  350","23.0","29.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-16","9.17",," 1419","0.02",,,,,"67","50","  320","  320","23.0","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-17","11.41",," 1825","0.25",,,,,"76","46","  330","  310","31.1","40.9","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-18","13.87",," 1353","0.01",,,,,"65","44","  320","  320","31.1","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-19","6.93",," 2009","0.00",,,,,"72","43","   60","   60","17.0","19.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-20","7.83",," 1659","0.00",,,,,"70","46","  250","  220","14.1","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-21","11.63",," 2054","0.00",,,,,"71","49","   70","   70","19.9","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-22","9.17",," 1550","0.00",,,,,"70","44","   70","  100","17.0","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-23","6.93",," 0446","0.00",,,,,"78","41","  130","  360","13.0","147.0",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-24","14.09",," 1511","0.13",,,,,"88","51","  180","  180","30.0","35.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-25","15.21",," 1442","0.05",,,,,"86","64","  270","  250","33.1","38.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-26","11.41",," 1010","0.00",,,,,"87","63","  300","  290","21.9","32.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-27","12.53",,,"0.00",,,,,"92","62","  150",,"23.0","291.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-28","12.53",," 1600","0.00",,,,,"96","71","  170","  170","23.0","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2006-05-29","11.41",," 1517","0.00",,,,,"94","67","  190","  210","21.9","29.1",,,,,,,,,
